ApplicationID,TestDate,QuantitativeScore,LogicalScore,VerbalScore,TotalScore
A01467,2023-12-19,39,16,11,66
A01468,2024-02-17,39,12,17,68
A01469,2024-09-23,32,19,15,66
A01470,2024-02-23,25,10,17,52
A01471,2024-09-07,30,36,19,85
A01472,2024-11-23,33,12,14,59
A01473,2024-11-22,29,33,27,89
A01474,2024-04-23,19,33,15,67
A01475,2024-08-21,35,23,39,97
A01476,2024-10-02,14,22,11,47
A01477,2024-01-12,35,24,35,94
A01478,2024-06-29,24,26,38,88
A01479,2024-10-06,30,22,33,85
A01480,2024-05-04,30,25,39,94
A01481,2024-01-29,33,34,17,84
A01482,2024-02-09,12,30,19,61
A01483,2024-01-09,26,39,29,94
A01484,2024-09-28,13,32,16,61
A01485,2024-08-26,23,39,13,75
A01486,2024-08-17,18,32,20,70
A01487,2024-09-20,21,18,27,66
A01488,2024-01-08,20,33,22,75
A01489,2024-03-09,21,25,30,76
A01490,2024-10-14,29,32,32,93
A01491,2024-10-02,26,20,14,60
A01492,2024-04-24,17,25,33,75
A01493,2024-12-09,24,38,28,90
A01494,2024-05-19,10,22,32,64
A01495,2024-07-22,37,38,36,111
A01496,2024-03-17,34,27,22,83
A01497,2024-04-24,38,36,25,99
A01498,2024-08-05,29,21,21,71
A01499,2024-05-06,31,33,12,76
A01500,2024-10-14,29,20,21,70
A01501,2024-12-08,36,27,24,87
A01502,2024-07-08,24,27,35,86
A01503,2024-08-03,25,36,16,77
A01504,2024-06-12,28,12,15,55
A01505,2024-01-10,38,31,24,93
A01506,2024-01-17,10,31,40,81
A01507,2024-03-06,11,13,25,49
A01508,2024-05-03,10,33,37,80
A01509,2024-03-10,35,27,27,89
A01510,2024-02-25,39,38,10,87
A01511,2024-03-07,26,29,23,78
A01512,2024-08-21,24,20,15,59
A01513,2024-10-15,15,26,13,54
A01514,2024-08-17,23,39,17,79
A01515,2024-09-29,27,28,11,66
A01516,2024-02-01,17,31,37,85
A01517,2024-09-02,31,18,14,63
A01518,2024-08-05,14,10,31,55
A01519,2024-09-16,22,28,14,64
A01520,2024-01-28,10,21,19,50
A01521,2024-02-05,14,20,34,68
A01522,2024-10-17,38,20,23,81
A01523,2024-11-01,24,35,29,88
A01524,2024-05-30,29,18,13,60
A01525,2024-03-25,28,23,36,87
A01526,2024-08-21,18,25,39,82
A01527,2024-09-26,37,13,20,70
A01528,2024-12-06,16,15,20,51
A01529,2024-11-10,38,39,29,106
A01530,2024-05-16,25,10,27,62
A01531,2024-11-18,18,32,11,61
A01532,2024-10-31,11,19,36,66
A01533,2024-01-04,28,30,28,86
A01534,2024-07-16,37,29,31,97
A01535,2024-08-31,30,11,10,51
A01536,2024-01-02,24,16,25,65
A01537,2024-02-14,35,13,17,65
A01538,2024-01-22,12,21,15,48
A01539,2024-03-06,36,15,22,73
A01540,2024-01-12,19,22,28,69
A01541,2024-12-05,27,20,31,78
A01542,2024-09-17,28,28,17,73
A01543,2024-01-01,31,36,33,100
A01544,2024-01-13,27,16,31,74
A01545,2024-07-06,13,17,31,61
A01546,2024-10-07,39,14,28,81
A01547,2024-02-07,33,15,10,58
A01548,2024-08-17,27,32,22,81
A01549,2024-05-18,13,26,26,65
A01550,2024-01-15,39,12,30,81
A01551,2024-11-14,34,36,38,108
A01552,2024-11-22,11,29,21,61
A01553,2024-05-13,12,34,36,82
A01554,2024-03-02,37,37,37,111
A01555,2024-04-19,40,25,28,93
A01556,2024-07-09,19,40,18,77
A01557,2024-03-07,34,24,37,95
A01558,2024-06-19,18,35,26,79
A01559,2024-01-05,15,20,21,56
A01560,2024-12-01,33,13,37,83
A01561,2024-03-21,13,13,15,41
A01562,2024-06-08,29,22,38,89
A01563,2024-02-22,29,33,21,83
A01564,2024-07-20,36,26,32,94
A01565,2024-09-12,38,40,12,90
A01566,2024-10-10,21,37,25,83
A01567,2024-03-30,38,11,31,80
A01568,2024-03-23,26,33,40,99
A01569,2024-03-11,11,17,11,39
A01570,2024-03-13,11,26,25,62
A01571,2024-08-02,36,20,40,96
A01572,2024-07-10,37,29,33,99
A01573,2024-03-07,26,38,36,100
A01574,2024-09-30,33,29,22,84
A01575,2024-03-26,33,35,15,83
A01576,2024-07-10,24,28,32,84
A01577,2024-03-01,17,27,31,75
A01578,2024-05-19,18,39,38,95
A01579,2024-08-24,15,14,11,40
A01580,2024-05-04,18,32,12,62
A01581,2024-11-19,22,26,37,85
A01582,2024-07-26,24,10,15,49
A01583,2024-04-08,30,14,17,61
A01584,2024-05-01,23,22,23,68
A01585,2024-10-05,32,35,15,82
A01586,2024-04-02,26,12,37,75
A01587,2024-02-22,22,32,21,75
A01588,2024-07-07,25,15,12,52
A01589,2024-07-20,11,15,17,43
A01590,2024-03-28,18,38,40,96
A01591,2024-10-31,12,22,25,59
A01592,2024-08-30,11,27,10,48
A01593,2024-10-22,15,27,19,61
A01594,2024-08-23,33,29,23,85
A01595,2024-01-21,17,32,16,65
A01596,2024-03-28,35,39,38,112
A01597,2024-10-07,32,35,35,102
A01598,2024-03-16,25,13,28,66
A01599,2024-03-10,24,34,18,76
A01600,2024-08-09,17,37,30,84
A01601,2023-12-30,21,25,21,67
A01602,2024-04-14,15,17,24,56
A01603,2024-04-05,17,32,22,71
A01604,2024-10-25,13,10,11,34
A01605,2024-08-27,28,17,22,67
A01606,2024-09-26,36,28,32,96
A01607,2024-06-11,37,30,38,105
A01608,2024-06-04,38,24,23,85
A01609,2024-04-28,23,14,11,48
A01610,2024-06-23,30,28,40,98
A01611,2024-09-02,30,16,36,82
A01612,2024-04-03,38,30,23,91
A01613,2024-03-18,24,39,10,73
A01614,2023-12-31,11,29,20,60
A01615,2024-08-09,40,35,17,92
A01616,2024-09-26,13,17,25,55
A01617,2024-08-01,29,32,12,73
A01618,2024-01-29,12,21,37,70
A01619,2024-11-04,14,34,31,79
A01620,2024-10-09,40,12,32,84
A01621,2024-03-01,40,33,38,111
A01622,2024-06-30,38,39,16,93
A01623,2024-10-17,32,28,38,98
A01624,2024-08-03,38,23,20,81
A01625,2024-03-25,25,38,28,91
A01626,2024-08-24,31,34,27,92
A01627,2024-08-10,25,34,24,83
A01628,2023-12-30,14,36,18,68
A01629,2024-01-18,23,28,29,80
A01630,2024-06-27,15,19,25,59
A01631,2024-10-14,39,25,37,101
A01632,2024-04-29,19,37,13,69
A01633,2024-11-17,34,35,32,101
A01634,2024-08-13,17,32,30,79
A01635,2024-09-03,17,14,30,61
A01636,2024-05-29,27,30,28,85
A01637,2024-07-10,39,22,31,92
A01638,2024-10-23,31,10,38,79
A01639,2024-02-08,25,26,35,86
A01640,2024-02-13,11,24,17,52
A01641,2024-05-22,29,11,13,53
A01642,2024-02-24,17,38,36,91
A01643,2024-04-27,21,40,23,84
A01644,2024-04-14,27,29,10,66
A01645,2024-02-15,29,15,14,58
A01646,2024-06-30,40,11,12,63
A01647,2024-03-11,36,14,15,65
A01648,2024-06-08,38,21,37,96
A01649,2024-08-27,10,11,40,61
A01650,2024-06-28,33,16,18,67
A01651,2024-11-23,14,11,22,47
A01652,2023-12-11,26,29,40,95
A01653,2024-07-06,11,13,31,55
A01654,2024-05-22,15,31,31,77
A01655,2024-08-16,23,26,17,66
A01656,2024-04-17,39,36,22,97
A01657,2024-06-13,21,15,12,48
A01658,2023-12-19,26,40,26,92
A01659,2024-07-12,26,37,18,81
A01660,2024-08-02,15,17,10,42
A01661,2024-10-20,36,36,13,85
A01662,2024-01-09,10,12,29,51
A01663,2024-11-05,27,40,14,81
A01664,2023-12-16,26,40,34,100
A01665,2024-11-04,33,11,27,71
A01666,2024-08-26,37,13,30,80
A01667,2024-03-26,37,30,24,91
A01668,2024-05-21,34,17,15,66
A01669,2024-09-07,11,34,32,77
A01670,2024-02-04,25,32,33,90
A01671,2024-05-24,17,38,20,75
A01672,2024-02-09,38,27,11,76
A01673,2024-05-19,30,18,20,68
A01674,2024-06-17,26,20,11,57
A01675,2024-07-30,37,35,30,102
A01676,2024-02-26,23,28,27,78
A01677,2024-01-29,22,15,38,75
A01678,2024-03-18,14,25,31,70
A01679,2024-08-01,28,37,30,95
A01680,2024-03-22,35,23,29,87
A01681,2024-04-03,36,28,28,92
A01682,2024-02-04,11,29,20,60
A01683,2024-08-03,37,23,39,99
A01684,2024-08-27,10,33,37,80
A01685,2024-01-08,27,18,17,62
A01686,2024-02-23,26,20,32,78
A01687,2024-08-16,14,13,31,58
A01688,2024-05-26,16,33,31,80
A01689,2024-11-20,39,30,28,97
A01690,2024-03-16,19,27,34,80
A01691,2024-05-15,22,28,38,88
A01692,2024-02-14,13,23,37,73
A01693,2024-05-09,20,40,19,79
A01694,2024-01-16,16,36,34,86
A01695,2024-10-27,22,36,11,69
A01696,2024-04-19,24,24,32,80
A01697,2024-10-13,35,32,28,95
A01698,2024-11-11,31,33,27,91
A01699,2024-08-27,19,40,10,69
A01700,2024-07-27,27,33,12,72
A01701,2024-10-30,30,29,10,69
A01702,2024-10-06,14,28,29,71
A01703,2024-02-04,32,20,23,75
A01704,2024-01-12,15,22,39,76
A01705,2024-07-13,32,35,13,80
A01706,2024-09-18,40,33,32,105
A01707,2024-04-05,39,16,16,71
A01708,2024-07-11,37,14,26,77
A01709,2024-11-15,22,34,12,68
A01710,2024-10-10,40,35,17,92
A01711,2024-02-21,38,22,20,80
A01712,2024-06-29,10,27,31,68
A01713,2024-06-29,28,34,35,97
A01714,2024-06-25,14,29,38,81
A01715,2024-09-07,20,13,17,50
A01716,2024-08-02,12,39,16,67
A01717,2024-11-18,22,18,16,56
A01718,2024-04-11,29,12,10,51
A01719,2024-01-29,16,35,39,90
A01720,2024-07-21,23,27,12,62
A01721,2024-03-14,12,20,18,50
A01722,2024-04-30,11,28,24,63
A01723,2024-11-22,32,22,40,94
A01724,2024-11-21,22,35,27,84
A01725,2024-03-14,36,17,10,63
A01726,2024-07-01,27,35,15,77
A01727,2024-04-30,20,30,11,61
A01728,2024-04-21,16,35,12,63
A01729,2024-06-25,29,23,38,90
A01730,2024-02-29,32,22,29,83
A01731,2024-11-21,17,20,20,57
A01732,2024-02-20,20,11,34,65
A01733,2024-03-19,12,16,24,52
A01734,2024-11-10,22,24,13,59
A01735,2024-09-23,20,38,32,90
A01736,2024-10-19,24,35,27,86
A01737,2024-05-07,22,14,23,59
A01738,2024-10-04,30,16,12,58
A01739,2024-03-20,11,34,25,70
A01740,2024-05-15,33,13,28,74
A01741,2024-05-20,39,18,39,96
A01742,2024-02-10,22,26,36,84
A01743,2024-03-13,16,35,22,73
A01744,2024-08-11,38,16,11,65
A01745,2024-07-07,33,32,31,96
A01746,2024-08-02,14,26,28,68
A01747,2024-07-12,21,39,31,91
A01748,2024-05-18,13,18,15,46
A01749,2024-10-25,38,15,34,87
A01750,2024-06-06,18,27,13,58
A01751,2024-01-31,11,13,24,48
A01752,2024-01-26,27,15,20,62
A01753,2024-03-21,15,37,31,83
A01754,2024-07-27,30,31,33,94
A01755,2024-07-07,25,18,19,62
A01756,2024-04-05,21,24,21,66
A01757,2024-01-05,18,37,40,95
A01758,2024-10-02,36,13,35,84
A01759,2024-12-01,32,25,31,88
A01760,2024-07-30,29,25,30,84
A01761,2024-03-24,40,16,39,95
A01762,2024-01-10,12,39,20,71
A01763,2024-06-17,37,29,18,84
A01764,2024-01-09,10,39,18,67
A01765,2024-02-26,24,10,35,69
A01766,2024-04-26,40,31,28,99
A01767,2024-12-04,21,31,10,62
A01768,2024-05-10,27,21,18,66
A01769,2024-08-07,26,21,21,68
A01770,2024-10-10,26,32,27,85
A01771,2024-09-15,30,35,12,77
A01772,2024-05-01,39,16,29,84
A01773,2024-04-18,20,18,19,57
A01774,2024-07-13,39,20,14,73
A01775,2024-11-29,35,11,16,62
A01776,2024-07-27,27,28,19,74
A01777,2024-08-06,38,10,28,76
A01778,2024-01-03,38,37,30,105
A01779,2024-03-30,19,34,12,65
A01780,2024-03-05,37,39,17,93
A01781,2024-09-21,30,16,14,60
A01782,2024-07-13,19,18,14,51
A01783,2024-07-28,17,14,23,54
A01784,2024-09-06,25,29,38,92
A01785,2024-08-19,39,13,11,63
A01786,2024-05-10,39,11,34,84
A01787,2024-02-07,25,10,11,46
A01788,2023-12-23,20,30,35,85
A01789,2024-05-02,26,14,23,63
A01790,2024-09-14,38,29,27,94
A01791,2024-03-14,19,18,25,62
A01792,2024-10-21,17,11,40,68
A01793,2024-03-29,12,16,16,44
A01794,2024-08-16,33,11,35,79
A01795,2024-05-23,15,27,20,62
A01796,2024-07-06,16,19,36,71
A01797,2024-09-27,36,20,19,75
A01798,2024-02-29,22,14,35,71
A01799,2024-05-25,33,17,19,69
A01800,2024-03-24,31,39,16,86
A01801,2024-02-23,25,17,40,82
A01802,2024-05-13,15,20,14,49
A01803,2024-01-27,34,21,12,67
A01804,2024-03-17,37,26,29,92
A01805,2024-08-08,34,17,36,87
A01806,2024-01-02,35,12,23,70
A01807,2024-09-29,37,23,11,71
A01808,2024-07-07,17,12,30,59
A01809,2024-03-27,34,23,29,86
A01810,2024-06-30,16,23,22,61
A01811,2024-09-25,35,17,10,62
A01812,2024-11-28,18,39,33,90
A01813,2024-06-19,31,25,33,89
A01814,2024-08-19,23,20,22,65
A01815,2024-10-08,25,30,22,77
A01816,2024-10-10,18,38,29,85
A01817,2024-08-24,40,10,36,86
A01818,2023-12-27,36,17,12,65
A01819,2024-03-30,29,19,19,67
A01820,2023-12-10,31,33,12,76
A01821,2024-02-19,32,18,16,66
A01822,2024-10-12,26,24,40,90
A01823,2024-09-09,34,29,35,98
A01824,2024-04-19,35,13,36,84
A01825,2024-01-30,38,14,11,63
A01826,2024-01-13,12,30,15,57
A01827,2024-11-03,21,38,21,80
A01828,2024-11-09,28,19,21,68
A01829,2024-07-06,30,30,33,93
A01830,2024-09-30,35,16,34,85
A01831,2024-09-30,37,11,24,72
A01832,2024-04-03,31,19,22,72
A01833,2024-08-12,23,23,34,80
A01834,2024-01-08,22,11,25,58
A01835,2024-07-30,39,29,19,87
A01836,2024-11-28,31,16,15,62
A01837,2024-09-27,22,19,39,80
A01838,2024-01-31,26,23,34,83
A01839,2024-09-23,17,21,17,55
A01840,2024-10-25,17,40,18,75
A01841,2024-05-19,18,29,15,62
A01842,2024-03-24,36,12,25,73
A01843,2024-07-31,24,37,27,88
A01844,2024-02-11,21,38,11,70
A01845,2024-01-18,25,32,11,68
A01846,2024-11-28,32,31,19,82
A01847,2024-04-18,22,40,31,93
A01848,2024-09-14,31,18,39,88
A01849,2024-03-24,29,25,31,85
A01850,2024-03-18,17,40,28,85
A01851,2024-10-22,34,17,39,90
A01852,2024-04-19,10,39,29,78
A01853,2024-08-13,24,36,12,72
A01854,2023-12-30,24,21,10,55
A01855,2024-06-04,10,17,37,64
A01856,2024-08-26,28,35,10,73
A01857,2024-01-17,27,26,25,78
A01858,2024-08-27,30,17,25,72
A01859,2024-05-24,39,20,38,97
A01860,2024-01-17,22,34,26,82
A01861,2024-01-20,27,40,23,90
A01862,2024-03-14,28,15,11,54
A01863,2024-09-22,17,37,14,68
A01864,2024-05-14,39,38,16,93
A01865,2024-10-14,16,40,32,88
A01866,2024-08-04,33,25,10,68
A01867,2024-05-11,30,13,17,60
A01868,2024-06-19,10,23,40,73
A01869,2024-04-29,15,27,19,61
A01870,2024-01-06,28,29,37,94
A01871,2024-01-04,23,36,21,80
A01872,2024-01-03,29,32,24,85
A01873,2024-07-03,36,27,32,95
A01874,2024-10-15,30,32,13,75
A01875,2024-10-07,18,14,16,48
A01876,2024-09-27,23,36,36,95
A01877,2024-09-20,27,15,10,52
A01878,2024-09-12,18,13,11,42
A01879,2024-01-10,39,34,17,90
A01880,2024-03-30,17,19,30,66
A01881,2024-05-09,19,18,24,61
A01882,2024-07-17,12,21,33,66
A01883,2024-10-06,26,35,34,95
A01884,2024-05-17,34,40,38,112
A01885,2024-03-10,11,40,31,82
A01886,2024-11-19,35,37,30,102
A01887,2024-10-29,25,35,35,95
A01888,2024-02-13,31,31,30,92
A01889,2024-11-15,28,28,10,66
A01890,2024-02-04,28,20,31,79
A01891,2024-09-02,37,17,30,84
A01892,2024-03-28,29,24,38,91
A01893,2024-01-03,16,38,11,65
A01894,2024-02-11,38,17,34,89
A01895,2024-01-17,10,24,17,51
A01896,2024-01-27,15,16,30,61
A01897,2024-11-16,23,19,37,79
A01898,2024-03-13,30,26,37,93
A01899,2024-06-26,25,11,23,59
A01900,2024-02-13,28,23,11,62
A01901,2024-11-30,34,26,21,81
A01902,2024-05-18,35,11,21,67
A01903,2024-12-07,12,19,35,66
A01904,2024-06-14,34,10,39,83
A01905,2024-03-25,18,27,39,84
A01906,2024-07-17,22,20,26,68
A01907,2024-09-23,32,19,28,79
A01908,2024-06-07,31,35,25,91
A01909,2024-07-31,27,22,40,89
A01910,2024-07-31,24,17,40,81
A01911,2024-01-15,27,30,16,73
A01912,2024-02-02,36,15,31,82
A01913,2024-07-18,29,13,10,52
A01914,2024-11-18,21,36,38,95
A01915,2024-07-02,24,14,32,70
A01916,2024-05-11,39,28,27,94
A01917,2024-04-04,12,28,20,60
A01918,2024-06-22,19,16,35,70
A01919,2024-06-29,19,34,11,64
A01920,2024-02-07,32,23,13,68
A01921,2024-06-20,11,33,18,62
A01922,2024-06-23,29,14,32,75
A01923,2024-02-09,11,34,17,62
A01924,2024-08-17,26,33,19,78
A01925,2024-04-05,40,38,33,111
A01926,2024-09-01,10,28,14,52
A01927,2024-05-21,11,31,30,72
A01928,2024-04-30,25,28,23,76
A01929,2024-01-20,22,24,39,85
A01930,2024-05-14,38,39,19,96
A01931,2024-10-13,28,37,24,89
A01932,2024-11-15,37,15,18,70
A01933,2024-01-21,20,31,16,67
A01934,2024-06-15,32,23,28,83
A01935,2024-11-16,40,12,23,75
A01936,2024-02-15,10,14,23,47
A01937,2024-02-16,36,28,30,94
A01938,2024-05-28,14,31,40,85
A01939,2023-12-22,24,38,37,99
A01940,2024-12-06,30,19,24,73
A01941,2024-01-21,37,21,25,83
A01942,2024-08-21,10,40,28,78
A01943,2024-01-09,13,37,19,69
A01944,2024-05-01,25,14,26,65
A01945,2024-11-14,38,20,24,82
A01946,2024-02-16,33,34,38,105
A01947,2024-07-13,27,30,39,96
A01948,2024-01-23,23,35,11,69
A01949,2024-10-20,25,32,12,69
A01950,2024-01-14,14,39,13,66
A01951,2024-02-05,35,19,36,90
A01952,2024-02-26,26,28,17,71
A01953,2024-04-21,16,33,28,77
A01954,2023-12-24,11,29,23,63
A01955,2024-06-27,23,35,35,93
A01956,2024-09-09,13,22,35,70
A01957,2024-10-14,30,28,30,88
A01958,2023-12-22,20,24,19,63
A01959,2024-08-26,38,29,14,81
A01960,2024-05-20,17,39,40,96
A01961,2024-12-06,10,12,36,58
A01962,2024-09-04,34,19,10,63
A01963,2024-01-02,28,33,25,86
A01964,2024-06-09,39,33,11,83
A01965,2024-08-29,30,34,12,76
A01966,2024-01-23,29,30,33,92
A01967,2024-08-14,36,33,10,79
A01968,2024-08-13,22,23,13,58
A01969,2024-03-08,26,37,30,93
A01970,2024-05-16,21,27,13,61
A01971,2024-06-29,23,38,18,79
A01972,2024-05-02,13,36,23,72
A01973,2024-02-16,37,18,16,71
A01974,2024-02-18,17,37,30,84
A01975,2024-07-06,23,31,21,75
A01976,2024-09-25,37,36,22,95
A01977,2024-05-21,40,27,33,100
A01978,2024-10-13,37,33,14,84
A01979,2024-05-25,27,29,29,85
A01980,2024-08-09,23,33,14,70
A01981,2024-03-06,39,25,20,84
A01982,2024-05-20,18,36,30,84
A01983,2024-04-17,33,29,37,99
A01984,2024-06-03,24,38,20,82
A01985,2024-02-25,34,24,23,81
A01986,2024-05-20,26,21,18,65
A01987,2024-10-04,32,16,34,82
A01988,2024-01-24,17,30,10,57
A01989,2024-10-07,35,33,17,85
A01990,2024-08-27,19,21,11,51
A01991,2024-06-10,30,19,36,85
A01992,2024-06-02,17,34,32,83
A01993,2023-12-12,29,19,33,81
A01994,2024-03-16,36,29,21,86
A01995,2024-02-22,19,16,13,48
A01996,2024-06-11,29,37,30,96
A01997,2024-08-28,13,33,28,74
A01998,2024-05-24,17,25,31,73
A01999,2024-10-20,11,31,25,67
A02000,2024-07-30,30,18,12,60
A02001,2024-01-05,39,22,24,85
A02002,2024-05-21,24,27,19,70
A02003,2024-11-21,28,33,12,73
A02004,2024-10-09,14,36,14,64
A02005,2024-06-26,13,12,29,54
A02006,2024-04-21,31,22,16,69
A02007,2024-03-27,39,11,22,72
A02008,2024-01-19,11,20,27,58
A02009,2024-02-02,17,16,18,51
A02010,2024-01-20,38,30,15,83
A02011,2024-04-26,23,19,36,78
A02012,2024-06-01,30,17,10,57
A02013,2024-03-18,24,26,22,72
A02014,2024-01-26,24,25,21,70
A02015,2024-06-17,22,31,29,82
A02016,2024-06-12,33,38,24,95
A02017,2024-11-16,29,14,34,77
A02018,2024-11-10,39,37,29,105
A02019,2024-03-27,35,29,21,85
A02020,2024-05-26,29,27,33,89
A02021,2024-08-04,25,39,15,79
A02022,2024-10-11,10,17,30,57
A02023,2024-10-04,31,27,17,75
A02024,2024-10-07,30,33,22,85
A02025,2024-11-28,25,15,28,68
A02026,2024-11-28,31,21,19,71
A02027,2024-07-22,36,25,21,82
A02028,2024-09-29,15,26,13,54
A02029,2024-05-19,23,38,25,86
A02030,2024-11-26,31,36,32,99
A02031,2024-11-04,20,31,29,80
A02032,2024-05-04,14,32,10,56
A02033,2024-02-20,28,20,33,81
A02034,2024-05-29,40,16,36,92
A02035,2024-05-04,30,19,33,82
A02036,2024-04-12,39,15,27,81
A02037,2024-02-20,40,15,20,75
A02038,2024-06-03,14,20,16,50
A02039,2024-04-08,10,29,11,50
A02040,2024-01-13,14,40,19,73
A02041,2024-03-18,40,24,32,96
A02042,2023-12-13,27,39,34,100
A02043,2024-10-15,19,29,31,79
A02044,2024-11-23,17,39,23,79
A02045,2024-03-26,16,13,26,55
A02046,2024-08-11,15,38,38,91
A02047,2024-02-11,18,14,32,64
A02048,2024-12-05,33,11,27,71
A02049,2024-01-08,33,31,21,85
A02050,2024-05-08,37,27,16,80
A02051,2024-02-19,32,16,19,67
A02052,2024-10-20,11,36,10,57
A02053,2024-10-31,11,13,39,63
A02054,2024-05-31,15,19,10,44
A02055,2024-06-04,15,13,16,44
A02056,2024-04-16,31,30,32,93
A02057,2024-03-28,21,23,24,68
A02058,2024-09-12,11,11,17,39
A02059,2024-08-23,14,20,31,65
A02060,2024-09-09,31,14,38,83
A02061,2024-12-08,35,25,16,76
A02062,2024-04-24,32,38,17,87
A02063,2023-12-12,10,36,19,65
A02064,2024-09-07,16,16,21,53
A02065,2024-04-07,29,35,11,75
A02066,2024-12-04,29,25,39,93
A02067,2024-01-30,32,19,12,63
A02068,2024-10-04,17,39,23,79
A02069,2024-03-28,12,14,37,63
A02070,2024-01-16,29,31,26,86
A02071,2024-05-26,37,22,37,96
A02072,2024-03-25,29,12,40,81
A02073,2024-06-02,23,30,23,76
A02074,2024-05-01,40,17,27,84
A02075,2024-07-08,20,24,12,56
A02076,2024-04-12,26,10,14,50
A02077,2024-09-02,19,11,40,70
A02078,2024-11-28,10,27,18,55
A02079,2024-09-12,22,31,30,83
A02080,2024-11-17,36,30,26,92
A02081,2024-09-23,21,26,16,63
A02082,2024-01-03,18,16,26,60
A02083,2024-11-24,40,33,23,96
A02084,2023-12-14,16,30,16,62
A02085,2024-02-11,39,20,18,77
A02086,2024-07-23,15,11,11,37
A02087,2024-05-29,22,10,20,52
A02088,2024-09-06,37,22,30,89
A02089,2024-10-07,11,19,27,57
A02090,2024-05-01,30,18,30,78
A02091,2024-02-04,36,21,23,80
A02092,2024-07-06,15,14,26,55
A02093,2023-12-31,39,36,10,85
A02094,2024-01-26,21,26,10,57
A02095,2024-01-25,35,33,13,81
A02096,2024-09-03,23,14,37,74
A02097,2024-11-30,24,35,38,97
A02098,2024-11-04,25,28,20,73
A02099,2024-05-20,20,19,23,62
A02100,2024-01-15,15,13,13,41
A02101,2024-04-01,20,28,21,69
A02102,2024-09-14,13,31,11,55
A02103,2024-03-29,25,40,12,77
A02104,2024-12-01,16,30,18,64
A02105,2024-10-21,15,21,23,59
A02106,2024-11-06,35,25,32,92
A02107,2024-09-07,29,33,22,84
A02108,2024-07-08,11,19,33,63
A02109,2024-06-23,33,11,13,57
A02110,2024-11-28,40,32,37,109
A02111,2024-06-24,32,20,31,83
A02112,2024-08-20,40,16,15,71
A02113,2024-06-30,24,12,20,56
A02114,2024-02-28,29,34,24,87
A02115,2024-05-31,14,22,33,69
A02116,2024-05-22,26,38,38,102
A02117,2024-09-09,24,34,19,77
A02118,2024-07-19,40,23,29,92
A02119,2024-05-25,22,26,25,73
A02120,2024-08-08,28,12,22,62
A02121,2024-10-05,40,26,17,83
A02122,2024-07-22,13,10,28,51
A02123,2024-11-02,25,14,34,73
A02124,2024-03-12,28,35,13,76
A02125,2024-03-23,34,33,12,79
A02126,2024-07-08,34,11,38,83
A02127,2024-05-12,39,31,31,101
A02128,2024-06-06,28,38,17,83
A02129,2024-10-05,19,13,13,45
A02130,2024-06-24,33,28,31,92
A02131,2024-11-11,19,25,14,58
A02132,2024-06-07,15,10,10,35
A02133,2024-09-08,33,36,18,87
A02134,2024-07-16,18,13,32,63
A02135,2024-02-27,20,20,39,79
A02136,2024-08-16,36,28,10,74
A02137,2024-07-16,18,30,14,62
A02138,2024-04-11,22,13,17,52
A02139,2024-01-10,13,30,22,65
A02140,2024-07-21,30,23,13,66
A02141,2024-10-14,19,12,11,42
A02142,2024-03-29,26,31,14,71
A02143,2024-07-06,32,14,22,68
A02144,2024-02-06,16,20,12,48
A02145,2024-03-03,17,16,20,53
A02146,2024-09-20,35,38,14,87
A02147,2024-07-22,28,37,14,79
A02148,2024-04-08,32,11,37,80
A02149,2024-09-19,39,20,22,81
A02150,2024-01-01,36,16,23,75
A02151,2024-07-07,27,10,15,52
A02152,2024-11-18,21,10,40,71
A02153,2024-04-12,39,33,11,83
A02154,2024-05-27,33,24,38,95
A02155,2024-07-20,34,31,16,81
A02156,2024-04-11,17,38,29,84
A02157,2024-04-19,22,22,39,83
A02158,2024-09-19,31,34,35,100
A02159,2024-09-14,26,40,28,94
A02160,2024-10-09,34,14,27,75
A02161,2024-11-25,17,24,35,76
A02162,2023-12-27,16,11,17,44
A02163,2024-10-28,35,11,27,73
A02164,2024-08-15,13,18,33,64
A02165,2024-04-16,23,16,14,53
A02166,2024-11-19,11,38,37,86
A02167,2024-08-07,16,20,29,65
A02168,2024-06-20,39,36,37,112
A02169,2024-10-31,22,11,19,52
A02170,2024-09-09,30,22,29,81
A02171,2024-03-27,18,27,18,63
A02172,2024-09-17,19,26,17,62
A02173,2024-04-02,12,27,36,75
A02174,2024-06-29,21,27,16,64
A02175,2024-08-14,17,12,37,66
A02176,2024-01-02,38,20,25,83
A02177,2024-02-06,40,36,40,116
A02178,2024-05-09,24,19,36,79
A02179,2024-07-28,25,25,40,90
A02180,2024-02-01,23,32,36,91
A02181,2024-07-19,14,31,13,58
A02182,2024-10-03,27,11,29,67
A02183,2023-12-14,29,15,10,54
A02184,2024-10-04,23,13,35,71
A02185,2024-06-05,25,30,25,80
A02186,2024-07-31,35,23,12,70
A02187,2024-12-01,33,24,37,94
A02188,2024-06-25,20,33,27,80
A02189,2024-09-30,36,29,31,96
A02190,2024-07-11,28,34,19,81
A02191,2024-10-29,15,40,34,89
A02192,2024-07-12,23,16,23,62
A02193,2024-04-22,13,39,21,73
A02194,2024-03-02,19,10,32,61
A02195,2023-12-27,17,30,34,81
A02196,2024-09-19,38,28,37,103
A02197,2024-08-14,29,24,26,79
A02198,2024-05-12,27,28,38,93
A02199,2024-03-10,10,37,30,77
A02200,2024-02-27,24,26,36,86
