ApplicationID,Channel,Date,MessageType,ResponseTime (hours)
A02502,WhatsApp,2024-10-21,Application Status,24
A02503,Phone Call,2024-07-22,Follow-Up,24
A02504,Phone Call,2024-09-16,Follow-Up,12
A02505,Phone Call,2024-05-08,Follow-Up,4
A02506,WhatsApp,2024-05-24,Thank You,4
A02507,Phone Call,2024-10-22,Application Status,2
A02508,Email,2024-03-15,Thank You,4
A02509,WhatsApp,2024-08-16,Thank You,4
A02510,WhatsApp,2024-05-15,Thank You,24
A02511,Email,2024-08-18,Follow-Up,4
A02512,Email,2024-02-02,Follow-Up,6
A02513,WhatsApp,2024-06-21,Application Status,2
A02514,Phone Call,2024-04-20,Reminder,24
A02515,Email,2024-10-26,Reminder,24
A02516,Email,2023-12-21,Application Status,12
A02517,Phone Call,2024-03-14,Application Status,6
A02518,Email,2024-02-07,Application Status,6
A02519,Phone Call,2024-09-18,Follow-Up,12
A02520,WhatsApp,2024-04-21,Reminder,12
A02521,WhatsApp,2024-07-25,Reminder,2
A02522,Phone Call,2024-08-03,Thank You,6
A02523,Email,2024-06-05,Follow-Up,6
A02524,Phone Call,2024-06-11,Application Status,24
A02525,Email,2024-01-19,Application Status,6
A02526,Phone Call,2024-08-03,Follow-Up,
A02527,Phone Call,2024-09-25,Reminder,12
A02528,WhatsApp,2024-07-24,Follow-Up,2
A02529,WhatsApp,2024-09-19,Application Status,48
A02530,WhatsApp,2024-03-04,Application Status,12
A02531,WhatsApp,2024-11-09,Application Status,12
A02532,Email,2024-09-07,Reminder,12
A02533,WhatsApp,2024-05-24,Reminder,
A02534,Email,2023-12-28,Follow-Up,12
A02535,Email,2024-04-10,Application Status,6
A02536,WhatsApp,2024-08-15,Application Status,
A02537,Phone Call,2024-01-26,Thank You,4
A02538,Email,2024-06-22,Application Status,24
A02539,Email,2024-06-16,Reminder,48
A02540,Email,2024-05-29,Thank You,4
A02541,Phone Call,2024-03-24,Reminder,6
A02542,Phone Call,2024-11-17,Reminder,4
A02543,Email,2024-10-14,Follow-Up,2
A02544,WhatsApp,2024-08-01,Thank You,24
A02545,Phone Call,2024-01-22,Reminder,24
A02546,Phone Call,2024-04-23,Application Status,12
A02547,Email,2024-03-25,Reminder,2
A02548,Phone Call,2024-05-15,Thank You,
A02549,Phone Call,2024-04-10,Follow-Up,6
A02550,Phone Call,2024-04-12,Follow-Up,24
A02551,Email,2024-10-23,Follow-Up,48
A02552,WhatsApp,2024-06-18,Application Status,12
A02553,Email,2024-10-02,Reminder,
A02554,WhatsApp,2024-09-05,Application Status,48
A02555,WhatsApp,2024-10-03,Reminder,24
A02556,WhatsApp,2024-09-18,Follow-Up,24
A02557,Email,2024-08-28,Application Status,4
A02558,Email,2024-12-09,Application Status,24
A02559,WhatsApp,2024-06-29,Follow-Up,24
A02560,Email,2024-11-25,Application Status,24
A02561,Email,2024-08-16,Follow-Up,2
A02562,Phone Call,2024-02-27,Follow-Up,6
A02563,Email,2024-12-03,Follow-Up,12
A02564,WhatsApp,2024-11-08,Thank You,2
A02565,Phone Call,2024-03-02,Follow-Up,6
A02566,Phone Call,2024-02-06,Follow-Up,12
A02567,WhatsApp,2024-10-07,Thank You,2
A02568,Phone Call,2024-01-01,Reminder,
A02569,Phone Call,2024-05-15,Application Status,4
A02570,WhatsApp,2024-12-01,Application Status,6
A02571,Phone Call,2024-08-28,Thank You,2
A02572,Email,2024-05-21,Reminder,4
A02573,WhatsApp,2023-12-19,Follow-Up,2
A02574,WhatsApp,2024-04-23,Follow-Up,2
A02575,WhatsApp,2024-01-19,Thank You,
A02576,Phone Call,2024-10-16,Thank You,6
A02577,Phone Call,2024-02-13,Application Status,12
A02578,Email,2024-07-12,Follow-Up,12
A02579,Email,2024-08-28,Thank You,12
A02580,WhatsApp,2024-01-06,Application Status,12
A02581,WhatsApp,2024-01-17,Reminder,12
A02582,Phone Call,2024-01-13,Thank You,24
A02583,WhatsApp,2024-11-21,Application Status,24
A02584,Email,2024-12-09,Follow-Up,24
A02585,Phone Call,2024-09-17,Follow-Up,12
A02586,Phone Call,2024-02-28,Thank You,24
A02587,Phone Call,2024-07-05,Thank You,6
A02588,WhatsApp,2024-03-26,Reminder,6
A02589,Phone Call,2024-12-08,Thank You,2
A02590,Email,2024-01-30,Follow-Up,48
A02591,WhatsApp,2024-11-03,Follow-Up,24
A02592,WhatsApp,2024-07-19,Follow-Up,
A02593,WhatsApp,2024-02-03,Reminder,12
A02594,Phone Call,2024-01-16,Follow-Up,4
A02595,WhatsApp,2024-11-03,Follow-Up,4
A02596,Email,2024-03-09,Thank You,6
A02597,Phone Call,2024-06-04,Reminder,4
A02598,WhatsApp,2024-02-18,Application Status,6
A02599,Phone Call,2024-07-15,Follow-Up,2
A02600,WhatsApp,2024-02-14,Thank You,48
A02601,Phone Call,2024-06-11,Thank You,6
A02602,WhatsApp,2024-05-20,Application Status,48
A02603,Phone Call,2024-02-15,Follow-Up,24
A02604,Phone Call,2024-02-04,Follow-Up,2
A02605,Email,2024-11-11,Reminder,
A02606,WhatsApp,2024-07-07,Thank You,12
A02607,Phone Call,2024-03-21,Follow-Up,12
A02608,Email,2024-08-18,Follow-Up,2
A02609,Email,2024-05-10,Follow-Up,48
A02610,Phone Call,2024-09-02,Application Status,24
A02611,Email,2024-01-29,Thank You,4
A02612,WhatsApp,2024-10-01,Thank You,48
A02613,Phone Call,2024-02-22,Reminder,6
A02614,Phone Call,2024-01-19,Reminder,48
A02615,Phone Call,2024-06-07,Thank You,24
A02616,Email,2024-07-26,Thank You,4
A02617,WhatsApp,2024-04-27,Follow-Up,24
A02618,Email,2024-06-17,Reminder,12
A02619,Email,2023-12-27,Application Status,
A02620,Email,2024-02-29,Thank You,48
A02621,Phone Call,2024-01-22,Follow-Up,12
A02622,Phone Call,2024-02-14,Follow-Up,6
A02623,WhatsApp,2024-02-25,Reminder,24
A02624,WhatsApp,2024-09-01,Follow-Up,2
A02625,Phone Call,2024-01-06,Application Status,48
A02626,WhatsApp,2024-02-24,Reminder,
A02627,Phone Call,2024-03-25,Application Status,
A02628,WhatsApp,2024-07-08,Reminder,6
A02629,WhatsApp,2024-04-08,Reminder,2
A02630,WhatsApp,2024-11-05,Application Status,48
A02631,WhatsApp,2024-11-20,Reminder,12
A02632,Phone Call,2024-07-22,Reminder,48
A02633,WhatsApp,2023-12-22,Follow-Up,48
A02634,WhatsApp,2024-09-02,Follow-Up,6
A02635,Phone Call,2024-01-11,Follow-Up,6
A02636,Email,2024-04-26,Reminder,2
A02637,WhatsApp,2023-12-30,Follow-Up,48
A02638,Phone Call,2024-07-23,Application Status,
A02639,Phone Call,2024-06-18,Application Status,
A02640,Phone Call,2024-05-07,Thank You,4
A02641,Email,2024-02-12,Thank You,6
A02642,Email,2023-12-11,Application Status,24
A02643,Phone Call,2024-09-18,Thank You,2
A02644,WhatsApp,2024-08-31,Application Status,48
A02645,Phone Call,2024-08-18,Follow-Up,48
A02646,Phone Call,2023-12-19,Reminder,12
A02647,Email,2024-09-11,Thank You,6
A02648,WhatsApp,2024-10-07,Reminder,12
A02649,WhatsApp,2024-09-23,Thank You,
A02650,Email,2024-11-02,Reminder,12
A02651,WhatsApp,2024-08-03,Application Status,12
A02652,Phone Call,2024-02-04,Reminder,4
A02653,Phone Call,2024-07-07,Follow-Up,12
A02654,Email,2023-12-14,Application Status,48
A02655,WhatsApp,2024-10-30,Thank You,24
A02656,Email,2024-05-25,Reminder,24
A02657,Email,2024-08-29,Application Status,24
A02658,WhatsApp,2024-01-08,Thank You,24
A02659,WhatsApp,2024-08-05,Follow-Up,6
A02660,WhatsApp,2024-09-19,Reminder,48
A02661,Phone Call,2024-07-11,Application Status,12
A02662,WhatsApp,2024-04-22,Reminder,24
A02663,WhatsApp,2024-01-12,Reminder,2
A02664,Email,2024-11-22,Follow-Up,2
A02665,Phone Call,2024-03-28,Reminder,12
A02666,Phone Call,2024-10-08,Follow-Up,48
A02667,WhatsApp,2024-07-25,Thank You,
A02668,WhatsApp,2024-02-20,Application Status,2
A02669,WhatsApp,2024-08-30,Reminder,48
A02670,Email,2024-01-11,Application Status,4
A02671,Email,2024-05-24,Thank You,6
A02672,Phone Call,2024-06-01,Reminder,6
A02673,WhatsApp,2024-11-21,Follow-Up,6
A02674,Phone Call,2024-10-16,Thank You,48
A02675,Phone Call,2024-10-28,Thank You,
A02676,Phone Call,2024-07-18,Thank You,6
A02677,WhatsApp,2024-07-02,Follow-Up,12
A02678,Phone Call,2024-10-12,Reminder,6
A02679,Phone Call,2024-05-17,Follow-Up,48
A02680,Email,2024-01-15,Application Status,4
A02681,Email,2024-07-16,Thank You,
A02682,WhatsApp,2024-07-21,Follow-Up,2
A02683,WhatsApp,2024-03-01,Thank You,6
A02684,Phone Call,2024-04-11,Reminder,4
A02685,Email,2024-12-09,Application Status,24
A02686,Email,2024-04-30,Follow-Up,4
A02687,Phone Call,2024-05-21,Application Status,6
A02688,Email,2024-10-28,Application Status,48
A02689,Phone Call,2024-05-10,Reminder,24
A02690,WhatsApp,2024-05-07,Follow-Up,12
A02691,Email,2024-06-17,Reminder,
A02692,Email,2024-11-03,Reminder,2
A02693,WhatsApp,2024-09-03,Application Status,
A02694,WhatsApp,2024-11-18,Follow-Up,
A02695,Phone Call,2024-09-21,Reminder,6
A02696,WhatsApp,2024-02-21,Reminder,2
A02697,WhatsApp,2024-02-26,Application Status,12
A02698,Email,2024-11-25,Thank You,6
A02699,Phone Call,2024-11-30,Application Status,4
A02700,Phone Call,2024-02-14,Reminder,2
A02701,Phone Call,2024-05-17,Reminder,6
A02702,Phone Call,2024-04-06,Reminder,2
A02703,WhatsApp,2024-10-08,Application Status,4
A02704,WhatsApp,2024-04-23,Reminder,24
A02705,Phone Call,2024-05-15,Reminder,
A02706,Phone Call,2024-03-01,Thank You,6
A02707,Phone Call,2024-03-20,Follow-Up,2
A02708,Phone Call,2024-01-29,Thank You,12
A02709,Phone Call,2024-08-25,Thank You,2
A02710,Email,2024-09-29,Follow-Up,6
A02711,Phone Call,2024-10-19,Thank You,12
A02712,Phone Call,2024-02-25,Follow-Up,6
A02713,Phone Call,2024-08-30,Follow-Up,2
A02714,WhatsApp,2023-12-16,Reminder,2
A02715,Phone Call,2024-05-16,Reminder,48
A02716,Phone Call,2024-05-06,Reminder,4
A02717,WhatsApp,2024-08-04,Thank You,24
A02718,Email,2024-11-06,Reminder,48
A02719,Email,2024-06-24,Reminder,12
A02720,Email,2024-08-20,Thank You,48
A02721,WhatsApp,2024-03-26,Reminder,48
A02722,WhatsApp,2024-01-26,Thank You,6
A02723,Email,2024-05-14,Thank You,12
A02724,Phone Call,2024-06-05,Reminder,12
A02725,Email,2024-11-13,Follow-Up,48
A02726,Email,2024-09-26,Follow-Up,24
A02727,WhatsApp,2024-06-28,Thank You,4
A02728,WhatsApp,2024-11-26,Reminder,4
A02729,Phone Call,2024-11-26,Reminder,
A02730,Email,2024-06-21,Thank You,24
A02731,Email,2024-10-10,Application Status,
A02732,Email,2024-09-11,Thank You,2
A02733,Email,2024-07-28,Follow-Up,12
A02734,Email,2024-03-27,Thank You,
A02735,Email,2024-11-13,Reminder,48
A02736,Email,2024-01-07,Application Status,24
A02737,WhatsApp,2024-01-12,Follow-Up,4
A02738,WhatsApp,2024-06-01,Reminder,6
A02739,Phone Call,2024-02-06,Thank You,48
A02740,Phone Call,2024-02-20,Follow-Up,48
A02741,Phone Call,2024-10-10,Reminder,
A02742,WhatsApp,2024-04-22,Thank You,
A02743,Phone Call,2024-04-08,Application Status,4
A02744,Phone Call,2024-09-24,Follow-Up,4
A02745,WhatsApp,2024-07-05,Application Status,2
A02746,Email,2023-12-13,Thank You,4
A02747,WhatsApp,2024-07-25,Reminder,6
A02748,Email,2024-05-14,Follow-Up,4
A02749,Phone Call,2024-07-20,Thank You,48
A02750,WhatsApp,2024-02-23,Thank You,
A02751,Email,2024-07-15,Follow-Up,2
A02752,Phone Call,2024-11-27,Application Status,4
A02753,Email,2024-10-17,Follow-Up,4
A02754,WhatsApp,2024-09-20,Application Status,12
A02755,WhatsApp,2024-05-13,Application Status,2
A02756,Email,2024-10-11,Follow-Up,48
A02757,Email,2024-05-30,Application Status,
A02758,Phone Call,2024-10-11,Reminder,2
A02759,Phone Call,2024-09-17,Follow-Up,24
A02760,Email,2024-05-27,Follow-Up,48
A02761,WhatsApp,2024-05-10,Follow-Up,48
A02762,Email,2024-05-30,Thank You,24
A02763,Email,2024-01-04,Application Status,
A02764,WhatsApp,2024-08-15,Application Status,6
A02765,Phone Call,2024-09-12,Reminder,12
A02766,WhatsApp,2024-05-08,Application Status,
A02767,Email,2024-09-20,Follow-Up,24
A02768,Phone Call,2024-05-15,Follow-Up,24
A02769,Email,2024-05-29,Thank You,2
A02770,Phone Call,2024-07-01,Thank You,
A02771,WhatsApp,2024-07-12,Reminder,24
A02772,Phone Call,2024-03-07,Follow-Up,2
A02773,Phone Call,2024-09-08,Follow-Up,24
A02774,WhatsApp,2024-07-19,Follow-Up,6
A02775,Phone Call,2024-02-02,Follow-Up,
A02776,Phone Call,2024-11-20,Follow-Up,
A02777,Phone Call,2024-01-20,Reminder,2
A02778,WhatsApp,2024-04-09,Application Status,12
A02779,Email,2024-06-20,Application Status,12
A02780,Email,2024-07-01,Thank You,6
A02781,WhatsApp,2024-09-11,Thank You,12
A02782,Email,2024-10-23,Reminder,24
A02783,Phone Call,2024-06-27,Follow-Up,24
A02784,Email,2024-05-03,Thank You,6
A02785,WhatsApp,2024-11-18,Follow-Up,6
A02786,Email,2024-01-28,Follow-Up,6
A02787,Phone Call,2024-11-30,Reminder,
A02788,Email,2024-10-09,Application Status,12
A02789,Phone Call,2024-05-18,Application Status,2
A02790,Phone Call,2024-08-17,Application Status,6
A02791,WhatsApp,2024-10-10,Follow-Up,6
A02792,Email,2024-01-28,Application Status,24
A02793,WhatsApp,2024-08-10,Reminder,2
A02794,Phone Call,2024-02-28,Reminder,4
A02795,WhatsApp,2024-10-13,Thank You,6
A02796,Email,2024-05-09,Thank You,12
A02797,Phone Call,2024-10-18,Follow-Up,48
A02798,Phone Call,2024-04-15,Application Status,
A02799,Email,2024-07-11,Reminder,2
A02800,Email,2024-11-15,Follow-Up,6
A02801,Email,2024-06-26,Reminder,24
A02802,Email,2024-10-07,Follow-Up,6
A02803,WhatsApp,2024-09-12,Reminder,
A02804,Email,2024-05-02,Reminder,48
A02805,Email,2024-04-05,Application Status,6
A02806,WhatsApp,2024-05-18,Reminder,12
A02807,Phone Call,2024-05-08,Thank You,2
A02808,Email,2024-04-26,Thank You,12
A02809,Phone Call,2024-02-02,Application Status,
A02810,Email,2024-11-14,Follow-Up,48
A02811,Email,2024-10-28,Reminder,
A02812,Email,2024-07-13,Reminder,48
A02813,Email,2024-09-30,Thank You,24
A02814,Phone Call,2024-08-17,Thank You,4
A02815,WhatsApp,2024-04-18,Reminder,24
A02816,Phone Call,2024-09-07,Thank You,48
A02817,Phone Call,2024-04-14,Application Status,24
A02818,Phone Call,2024-04-01,Application Status,6
A02819,Email,2024-08-06,Thank You,2
A02820,Email,2024-05-15,Follow-Up,24
A02821,Email,2024-02-25,Application Status,2
A02822,Phone Call,2024-10-01,Application Status,
A02823,Email,2024-02-12,Application Status,2
A02824,WhatsApp,2023-12-13,Thank You,12
A02825,Phone Call,2024-05-10,Reminder,12
A02826,Email,2024-03-28,Follow-Up,12
A02827,WhatsApp,2024-06-12,Reminder,2
A02828,Email,2024-10-22,Follow-Up,12
A02829,WhatsApp,2024-04-20,Thank You,4
A02830,Email,2024-12-05,Follow-Up,48
A02831,Email,2024-12-02,Application Status,12
A02832,WhatsApp,2024-02-24,Application Status,2
A02833,WhatsApp,2024-05-23,Follow-Up,24
A02834,Email,2024-07-20,Thank You,4
A02835,Phone Call,2024-06-13,Application Status,48
A02836,Email,2024-11-16,Thank You,2
A02837,Email,2024-05-27,Follow-Up,24
A02838,WhatsApp,2024-06-12,Reminder,48
A02839,Phone Call,2024-04-28,Thank You,2
A02840,Phone Call,2024-07-17,Follow-Up,4
A02841,WhatsApp,2024-09-24,Thank You,12
A02842,WhatsApp,2024-08-21,Follow-Up,48
A02843,WhatsApp,2024-02-15,Reminder,4
A02844,Phone Call,2024-10-28,Reminder,2
A02845,WhatsApp,2024-09-13,Reminder,12
A02846,Email,2024-10-19,Follow-Up,12
A02847,Email,2024-04-13,Application Status,4
A02848,Phone Call,2023-12-20,Application Status,6
A02849,WhatsApp,2023-12-17,Reminder,12
A02850,WhatsApp,2024-01-18,Follow-Up,4
A02851,Phone Call,2024-09-01,Thank You,48
A02852,WhatsApp,2023-12-18,Follow-Up,4
A02853,WhatsApp,2024-01-10,Reminder,4
A02854,Email,2024-08-30,Application Status,4
A02855,WhatsApp,2024-10-18,Thank You,2
A02856,Email,2024-02-02,Follow-Up,48
A02857,WhatsApp,2024-10-21,Follow-Up,24
A02858,Phone Call,2024-05-19,Reminder,48
A02859,WhatsApp,2024-04-30,Follow-Up,
A02860,WhatsApp,2024-08-01,Follow-Up,4
A02861,Phone Call,2023-12-15,Follow-Up,48
A02862,Email,2024-08-13,Follow-Up,
A02863,Email,2024-04-18,Reminder,4
A02864,WhatsApp,2024-04-07,Application Status,
A02865,WhatsApp,2023-12-12,Application Status,6
A02866,WhatsApp,2024-02-18,Thank You,4
A02867,Phone Call,2024-11-01,Thank You,
A02868,Email,2024-11-07,Thank You,24
A02869,Phone Call,2024-02-02,Follow-Up,24
A02870,Email,2024-08-04,Reminder,24
A02871,Phone Call,2024-08-04,Follow-Up,24
A02872,WhatsApp,2024-10-15,Thank You,2
A02873,Phone Call,2024-04-23,Thank You,
A02874,Email,2024-04-23,Reminder,12
A02875,Phone Call,2024-10-24,Follow-Up,24
A02876,WhatsApp,2024-07-29,Follow-Up,48
A02877,Email,2024-02-15,Follow-Up,6
A02878,WhatsApp,2024-10-25,Follow-Up,4
A02879,WhatsApp,2024-08-12,Reminder,48
A02880,WhatsApp,2024-08-11,Application Status,48
A02881,Phone Call,2024-01-13,Reminder,2
A02882,Phone Call,2024-01-28,Application Status,2
A02883,WhatsApp,2024-05-19,Follow-Up,48
A02884,Email,2024-09-19,Thank You,48
A02885,Phone Call,2024-11-28,Follow-Up,48
A02886,Phone Call,2024-07-30,Application Status,2
A02887,Phone Call,2024-08-01,Thank You,48
A02888,Phone Call,2024-02-25,Thank You,24
A02889,Email,2024-12-03,Follow-Up,24
A02890,WhatsApp,2024-02-06,Reminder,12
A02891,Phone Call,2024-11-22,Reminder,
A02892,WhatsApp,2024-07-22,Thank You,12
A02893,WhatsApp,2024-02-12,Reminder,
A02894,WhatsApp,2024-10-01,Thank You,48
A02895,WhatsApp,2024-04-29,Reminder,6
A02896,Email,2024-06-30,Follow-Up,12
A02897,Email,2024-08-08,Reminder,6
A02898,Email,2024-02-11,Application Status,24
A02899,Email,2024-01-07,Follow-Up,4
A02900,WhatsApp,2024-09-03,Thank You,2
A02901,WhatsApp,2024-04-11,Thank You,12
A02902,Phone Call,2024-05-08,Application Status,
A02903,WhatsApp,2024-10-15,Thank You,12
A02904,Email,2024-08-21,Follow-Up,48
A02905,WhatsApp,2024-03-01,Reminder,6
A02906,Phone Call,2023-12-27,Reminder,24
A02907,Phone Call,2024-01-15,Follow-Up,48
A02908,WhatsApp,2024-04-26,Follow-Up,6
A02909,WhatsApp,2024-10-22,Thank You,
A02910,Email,2024-01-01,Thank You,24
A02911,Phone Call,2024-05-15,Follow-Up,12
A02912,Phone Call,2024-02-10,Follow-Up,12
A02913,WhatsApp,2024-06-02,Application Status,48
A02914,Email,2024-06-26,Reminder,
A02915,Phone Call,2024-02-24,Application Status,6
A02916,Email,2024-10-04,Follow-Up,48
A02917,WhatsApp,2024-07-02,Follow-Up,2
A02918,Phone Call,2024-09-12,Reminder,6
A02919,Phone Call,2024-11-26,Thank You,2
A02920,WhatsApp,2024-03-17,Reminder,12
A02921,Email,2024-03-29,Follow-Up,4
A02922,WhatsApp,2024-02-03,Application Status,6
A02923,WhatsApp,2024-10-20,Application Status,2
A02924,WhatsApp,2024-11-13,Follow-Up,6
A02925,Email,2024-09-30,Follow-Up,2
A02926,Phone Call,2023-12-22,Application Status,12
A02927,WhatsApp,2024-01-03,Follow-Up,4
A02928,WhatsApp,2024-05-26,Follow-Up,48
A02929,WhatsApp,2024-02-03,Application Status,24
A02930,Email,2024-10-07,Reminder,
A02931,Email,2024-09-25,Application Status,4
A02932,Email,2024-09-01,Reminder,
A02933,WhatsApp,2024-10-30,Follow-Up,24
A02934,WhatsApp,2024-09-18,Thank You,24
A02935,WhatsApp,2024-01-04,Reminder,4
A02936,Phone Call,2023-12-15,Follow-Up,6
A02937,Email,2024-05-18,Thank You,2
A02938,Email,2024-09-04,Follow-Up,2
A02939,Phone Call,2024-09-20,Application Status,24
A02940,Email,2024-08-02,Application Status,12
A02941,WhatsApp,2024-03-08,Reminder,24
A02942,WhatsApp,2024-03-16,Follow-Up,6
A02943,WhatsApp,2024-11-28,Follow-Up,24
A02944,Email,2024-08-06,Follow-Up,24
A02945,Email,2024-01-08,Thank You,24
A02946,Email,2024-09-11,Thank You,4
A02947,WhatsApp,2024-11-23,Reminder,48
A02948,WhatsApp,2024-10-15,Reminder,2
A02949,Phone Call,2024-05-31,Application Status,48
A02950,WhatsApp,2024-03-11,Application Status,2
A02951,Email,2024-07-31,Thank You,
A02952,Phone Call,2024-10-09,Thank You,12
A02953,Email,2024-06-17,Thank You,2
A02954,Phone Call,2024-12-07,Reminder,6
A02955,Email,2024-05-18,Thank You,2
A02956,Email,2024-09-28,Thank You,6
A02957,Email,2024-10-12,Reminder,48
A02958,Email,2024-12-02,Application Status,12
A02959,Email,2024-02-24,Thank You,24
A02960,Phone Call,2024-09-25,Reminder,6
A02961,WhatsApp,2024-10-23,Application Status,4
A02962,Email,2024-10-28,Reminder,6
A02963,Phone Call,2024-10-05,Thank You,
A02964,WhatsApp,2024-03-01,Thank You,24
A02965,Phone Call,2023-12-11,Thank You,24
A02966,WhatsApp,2024-09-02,Reminder,12
A02967,Phone Call,2024-04-22,Reminder,
A02968,Phone Call,2024-03-31,Application Status,
A02969,Email,2024-07-21,Thank You,24
A02970,Email,2024-06-04,Follow-Up,4
A02971,Email,2024-03-03,Reminder,48
A02972,WhatsApp,2024-05-13,Thank You,48
A02973,Email,2024-06-13,Thank You,48
A02974,Phone Call,2024-07-29,Application Status,
A02975,Email,2023-12-31,Follow-Up,24
A02976,Email,2024-05-07,Application Status,24
A02977,Phone Call,2024-11-28,Application Status,6
A02978,WhatsApp,2024-04-03,Follow-Up,24
A02979,WhatsApp,2023-12-28,Reminder,6
A02980,WhatsApp,2024-04-08,Reminder,24
A02981,Email,2024-11-22,Reminder,2
A02982,Phone Call,2024-08-27,Reminder,2
A02983,Phone Call,2024-06-18,Follow-Up,12
A02984,Phone Call,2024-02-01,Thank You,2
A02985,Email,2024-03-31,Thank You,12
A02986,Email,2024-03-18,Thank You,12
A02987,WhatsApp,2024-11-02,Thank You,24
A02988,Email,2024-02-02,Thank You,6
A02989,WhatsApp,2024-04-01,Reminder,6
A02990,Phone Call,2024-02-20,Thank You,4
A02991,Email,2024-12-07,Reminder,2
A02992,Phone Call,2024-12-01,Application Status,6
A02993,WhatsApp,2024-05-15,Thank You,24
A02994,WhatsApp,2024-10-11,Reminder,
A02995,WhatsApp,2024-04-22,Reminder,12
A02996,WhatsApp,2024-05-14,Thank You,12
A02997,WhatsApp,2024-02-08,Thank You,
A02998,Phone Call,2024-01-27,Thank You,12
A02999,Phone Call,2024-08-29,Thank You,24
A03000,WhatsApp,2024-10-23,Reminder,2
A03001,WhatsApp,2024-08-21,Application Status,6
A03002,Email,2024-10-03,Application Status,12
A03003,Phone Call,2024-05-25,Reminder,6
A03004,Phone Call,2024-04-07,Follow-Up,12
A03005,WhatsApp,2024-03-19,Follow-Up,48
A03006,Phone Call,2024-06-14,Application Status,12
A03007,Email,2024-01-11,Reminder,48
A03008,WhatsApp,2023-12-14,Thank You,
A03009,WhatsApp,2023-12-25,Thank You,
A03010,Phone Call,2024-08-12,Reminder,4
A03011,Phone Call,2024-03-10,Follow-Up,
A03012,Phone Call,2024-03-12,Application Status,
A03013,Phone Call,2024-10-12,Application Status,2
A03014,WhatsApp,2024-05-30,Follow-Up,6
A03015,WhatsApp,2024-04-24,Application Status,6
A03016,WhatsApp,2024-05-01,Follow-Up,12
A03017,Email,2024-01-09,Application Status,12
A03018,Email,2024-07-02,Application Status,
A03019,WhatsApp,2023-12-20,Follow-Up,2
A03020,Email,2024-11-09,Thank You,
A03021,WhatsApp,2023-12-24,Follow-Up,12
A03022,Phone Call,2024-05-13,Application Status,
A03023,Phone Call,2024-05-05,Application Status,
A03024,Phone Call,2024-07-22,Thank You,48
A03025,WhatsApp,2024-09-05,Follow-Up,12
A03026,Email,2024-09-27,Reminder,6
A03027,WhatsApp,2024-11-24,Reminder,24
A03028,Email,2024-01-19,Reminder,6
A03029,Phone Call,2024-07-20,Application Status,24
A03030,Email,2024-01-25,Thank You,24
A03031,Email,2024-04-22,Application Status,48
A03032,WhatsApp,2024-08-11,Reminder,24
A03033,WhatsApp,2024-11-19,Follow-Up,4
A03034,Phone Call,2024-09-17,Follow-Up,6
A03035,Email,2024-09-26,Follow-Up,48
A03036,WhatsApp,2024-10-19,Follow-Up,2
A03037,Phone Call,2024-02-25,Follow-Up,48
A03038,Email,2024-02-13,Follow-Up,
A03039,WhatsApp,2024-11-20,Application Status,48
A03040,Email,2024-01-13,Application Status,6
A03041,Email,2023-12-25,Reminder,
A03042,Phone Call,2024-06-11,Follow-Up,4
A03043,WhatsApp,2024-11-21,Reminder,6
A03044,Email,2024-02-20,Reminder,12
A03045,WhatsApp,2024-07-07,Thank You,24
A03046,Email,2024-05-30,Thank You,4
A03047,Email,2024-04-28,Follow-Up,
A03048,Email,2024-04-15,Follow-Up,24
A03049,Email,2024-04-15,Reminder,6
A03050,Phone Call,2024-06-07,Reminder,12
A03051,Email,2024-11-09,Reminder,6
A03052,Email,2024-10-18,Follow-Up,12
A03053,WhatsApp,2024-05-29,Follow-Up,
A03054,Phone Call,2024-10-24,Reminder,4
A03055,Phone Call,2024-03-26,Reminder,6
A03056,WhatsApp,2024-04-20,Follow-Up,48
A03057,Phone Call,2024-08-19,Thank You,2
A03058,Email,2024-05-23,Follow-Up,6
A03059,Phone Call,2024-10-13,Follow-Up,12
A03060,WhatsApp,2023-12-26,Thank You,48
A03061,WhatsApp,2024-07-06,Reminder,4
A03062,Email,2024-07-06,Thank You,24
A03063,WhatsApp,2024-03-01,Follow-Up,4
A03064,Email,2024-03-23,Follow-Up,12
A03065,Email,2024-04-14,Thank You,4
A03066,WhatsApp,2024-06-05,Thank You,48
A03067,WhatsApp,2024-09-09,Follow-Up,6
A03068,Phone Call,2024-11-21,Thank You,48
A03069,Email,2024-01-17,Reminder,
A03070,Phone Call,2024-08-30,Follow-Up,48
A03071,Email,2024-04-19,Thank You,24
A03072,Email,2024-04-22,Reminder,6
A03073,WhatsApp,2024-09-22,Thank You,4
A03074,Phone Call,2024-03-21,Thank You,2
A03075,WhatsApp,2024-01-11,Thank You,48
A03076,Email,2024-09-03,Application Status,24
A03077,Phone Call,2024-11-22,Thank You,
A03078,Phone Call,2024-06-10,Follow-Up,12
A03079,Email,2024-05-16,Reminder,4
A03080,Phone Call,2024-02-11,Reminder,6
A03081,Phone Call,2024-02-14,Application Status,12
A03082,WhatsApp,2024-11-12,Thank You,4
A03083,Phone Call,2024-08-19,Follow-Up,4
A03084,Email,2024-03-27,Application Status,6
A03085,Phone Call,2024-01-08,Follow-Up,12
A03086,WhatsApp,2024-06-08,Application Status,4
A03087,Phone Call,2024-03-08,Follow-Up,6
